_id,Condition,Price,Location,Model_Year,Mileage,Exterior_Color,Make,Warranty,Model,Sub_Model,Type,Feedback_Perc,N_Reviews,Seller_Status
,Used,"$15,000 ","Huffman, Texas, United States",2014,"2,255",Red,Ducati,Unspecified,Superbike,"1199 Panigale R","Sport Bike",,0,"Private Seller"
,New,"$5,235 ","Ridgeland, Mississippi, United States",2016,0,,KTM,,Duke,,Naked,100,1342,Dealer
,New,"$19,999 ","Elmhurst, IL, United States",2016,0,WHITE,Can-Am,,"Spyder\xAE RT-S 6-Speed Manual (SM6)",,,100,152,
,Used,$100,"Durham, North Carolina, United States",2013,"29,491",,Harley-Davidson,,"FLHTK - Electra Glide\xAE Ultra Limited",,Touring,3.3,4,Dealer
,Used,"$3,000 ","Spring, Texas, United States",2004,430,Gray,"Moto Guzzi","Vehicle does NOT have an existing warranty","Breva 750 I.E.",MC,"Sport Touring",100,9,"Private Seller"
,Used,"$3,999 ","Rock Springs, Wyoming, United States",2004,"10,825",Purple,Victory,"Vehicle does NOT have an existing warranty",,,Cruiser,100,142,Dealer
,New,"$5,000 ","Kingman, Arizona, United States",2013,0,Black,Suzuki,"Vehicle has an existing warranty",Boulevard,,Cruiser,,0,Dealer
,Used,"$15,000 ","Albuquerque, New Mexico, United States",2013,"2,200",Orange,Can-Am,"Vehicle has an existing warranty","Spyder RS-S",,"Sport Bike",100,63,"Private Seller"
,Used,"$3,000 ","West Des Moines, Iowa, United States",2011,51,"Silver and Black","Custom Built Motorcycles","Vehicle has an existing warranty","Pro Street",,Cruiser,,0,"Private Seller"
,Used,"$9,000 ","Canmore, AB, Canada",2011,"29,900",Blue,Victory,"Vehicle does NOT have an existing warranty","Cross Country",,Cruiser,100,37,"Private Seller"
,Used,"$23,199 ","Marion, Illinois, United States",2016,"14,265",Blue,Harley-Davidson,Unspecified,"FLHXS - Street Glide\xAE Special",,Gasoline,100,14,Dealer
,Used,"$2,898 ","Round Rock, Texas, United States",2006,"24,624",Black,Yamaha,Unspecified,"V Star 1100 Classic XVS1100A",,Gasoline,100,501,Dealer
,Used,"$3,150 ","Gilbert, Arizona, United States",2010,"1,080",Orange,KTM,"Vehicle does NOT have an existing warranty",EXC,"Champions Edition",Dual-Purpose,100,146,"Private Seller"
,Used,"$1,199 ","Colorado Springs, Colorado, United States",1998,0,Purple,"Custom Built Motorcycles",,KR-1,,,8.7,809,"Private Seller"
,Used,$102,"Alpena, Michigan, United States",2002,"8,315",,Suzuki,"Vehicle does NOT have an existing warranty",Intruder,,Cruiser,,0,"Private Seller"
,Used,"$10,000 ","Pewee Valley, Kentucky, United States",2014,"4,500",Gray,"Custom Built Motorcycles","Vehicle does NOT have an existing warranty",FZ-09,"Custom Build",Scrambler,,0,"Private Seller"
,Used,"$2,800 ","Brits, North West, South Africa",2010,"1,000",,"Other Makes",,"Polaris Predator Troy Lee edition",,"Quad bike",,0,"Private Seller"
,Used,"$6,650 ","Dallas, Texas, United States",2015,"1,440",Black,Harley-Davidson,Unspecified,"XL883N - Sportster Iron 883",,Gasoline,100,532,Dealer
,Used,$500,"Seabrook, Texas, United States",2011,"14,000",Orange,Can-Am,"Vehicle does NOT have an existing warranty",RSS,SM5,"Sport Touring",4.6,127,"Private Seller"
,Used,$1,"New Castle, Delaware, United States",2012,"33,994",Black,"Custom Built Motorcycles",,Bobber,,Cruiser,100,922,Dealer
,Used,"$2,791 ","Round Rock, Texas, United States",2007,"15,242",Black,Kawasaki,Unspecified,"Vulcan 900 Classic VN900B",,Gasoline,100,501,Dealer
,Used,"$1,799 ","Pinellas Park, Florida, United States",2009,"20,190",Black,Yamaha,,"V Star",,,8.6,6645,"Private Seller"
,Used,"$14,895 ","Tucson, Arizona, United States",2016,516,Black,Harley-Davidson,,V-ROD,,Cruiser,100,436,Dealer
,Used,"$1,000 ","Fort Walton Beach, Florida, United States",2014,"21,431",Black,Harley-Davidson,,Softail,,Touring,,0,Dealer
,Used,"$20,248 ","Ridgeland, Mississippi, United States",2016,"1,622","Suede Titanium Metallic",Victory,,"Cross Country\x99",,Touring,100,1342,Dealer
,Used,"$7,995 ","Hollywood, Florida, United States",2008,"14,559",Black,Harley-Davidson,Unspecified,"Dyna Glide Fat Bob FXDF",,Gasoline,100,772,Dealer
,Used,"$3,500 ","Tivoli, New York, United States",2006,254,"Custom Red",Victory,"Vehicle does NOT have an existing warranty",Jackpot,,"Sport Bike",100,6,"Private Seller"
,Used,"$1,025 ","Greensboro, Alabama, United States",2006,"19,602",,Victory,"Vehicle does NOT have an existing warranty",Vegas,,,100,17,"Private Seller"
,Used,"$3,500 ","Palm Springs, California, United States",1987,"7,660",Red/White/Blue,Yamaha,no,"FZR 1000",Sport,,,0,owner
,Used,"$1,025 ","Greensboro, Alabama, United States",2006,"19,602",,Victory,"Vehicle does NOT have an existing warranty",Vegas,,,100,17,"Private Seller"
,Used,"$5,450 ","Wakefield, Massachusetts, United States",2008,"9,387",Black,Victory,"Vehicle does NOT have an existing warranty",Jackpot,,,100,64,"Private Seller"
,Used,"$9,000 ","Houston, Texas, United States",2005,"4,600",Black,Victory,"Vehicle does NOT have an existing warranty",Kingpin,,Cruiser,,11,"Private Seller"
,Used,"$70,000 ","Whyteleafe, United Kingdom",2006,100,,"MV Agusta",,"MV Agusta F4 1000 Veltro Strada",,,100,228,"Private Seller"
,Used,"$2,898 ","Round Rock, Texas, United States",2006,"24,624",Black,Yamaha,Unspecified,"V Star 1100 Classic XVS1100A",,Gasoline,100,501,Dealer
,Used,"$13,460 ","Dallas, Texas, United States",2011,"12,455","Merlot Sunglo",Harley-Davidson,Unspecified,"FLHX - Street Glide",,Gasoline,100,532,Dealer
,Used,"$7,250 ","Scotts, Michigan, United States",2010,"3,321",Black,Triumph,,Thunderbird,,Cruiser,,0,"Private Seller"
,Used,"$5,000 ","Belton, Missouri, United States",2003,"17,300",White,Victory,"Vehicle does NOT have an existing warranty",Vegas,,Cruiser,100,37,"Private Seller"
,Used,"$8,500 ","Louisville, Kentucky, United States",2014,300,Red,Ducati,"Vehicle does NOT have an existing warranty",Hypermotard,,"Sport Bike",,0,"Private Seller"
,Used,"$10,000 ","Laconia, New Hampshire, United States",2005,"1,000",Orange,"Custom Built Motorcycles","Vehicle does NOT have an existing warranty",Chopper,,Chopper,,0,Owner
,Used,"$13,000 ","Virginia Beach, Virginia, United States",2010,2,Red,Victory,,jackpot,vegas,Cruiser,100,66,"Private Seller"
,New,"$5,674 ","Fort Worth, Texas, United States",2017,30,Green,"Royal Enfield","Vehicle has an existing warranty","B5 BULLET",,Standard,100,327,Dealer
,Used,"$9,791 ","Scott City, Missouri, United States",2012,"9,532",Silver,Harley-Davidson,Unspecified,"Night Rod Special",,Gasoline,100,4,Dealer
,New,"$16,998 ","Boxborough, Massachusetts, United States",2017,36,Maroon,Ural,"Vehicle has an existing warranty","Patrol 2WD Burgundy Metallic",,Dual-Purpose,100,274,Dealer
,Used,"$2,225 ","Camarillo, California, United States",1997,"8,744",RED,Bimota,,YB11,,"Sport Touring",100,854,
,Used,"$8,900 ","Fort Lauderdale, Florida, United States",1993,"5,970",,Bimota,,YB10,,Standard,100,280,Dealer
,Used,"$1,000 ","Fort Walton Beach, Florida, United States",2014,"21,431",Black,Harley-Davidson,,Softail,,Touring,,0,Dealer
,Used,"$8,888 ","Tampa, Florida, United States",2011,"52,521",Red,Victory,,"Cross Country Cory Ness",,Touring,100,291,Dealer
,Used,"$11,750 ","Gaylord, Michigan, United States",2010,"23,761",Black,Can-Am,"Vehicle does NOT have an existing warranty","Spyder RTS",SE-5,Touring,100,825,Dealer
,Used,"$1,250 ","Egg Harbor Township, New Jersey, United States",2001,"5,000",,Buell,,Blast,,,100,584,"Private Seller"
,Used,"$3,792 ","Dallas, Texas, United States",2006,"35,933",Silver,Yamaha,Unspecified,"FJR 1300AE YCC-S ABS Managers Special",,Gasoline,100,532,Dealer
,Used,"$8,000 ","Ashland, Ohio, United States",2011,"10,800",Red,Victory,Unspecified,Vegas,,Cruiser,100,233,"Private Seller"
,Used,"$16,740 ","Round Rock, Texas, United States",2014,"28,209",Black,Harley-Davidson,Unspecified,"FLHX - Street Glide",,Gasoline,100,501,Dealer
,Used,"$9,750 ","Auburn, Massachusetts, United States",2014,"2,755",Black,"Moto Guzzi",Unspecified,"CALIFORNIA 1400",,Touring,100,735,Dealer
,Used,"$11,750 ","Mason, Ohio, United States",2014,"2,617",Black/Yellow,Suzuki,"Vehicle does NOT have an existing warranty",Boulevard,"BOSS Edition",Cruiser,,0,"Private Seller"
,Used,"$6,888 ","Tampa, Florida, United States",2013,"39,195","Matte Black",Victory,,"Hard-Ball ABS",,Touring,100,291,Dealer
,New,"$26,499 ","Elmhurst, IL, United States",2017,0,"Champagne Metallic",Can-Am,,"Spyder\xAE RT Limited 6-Speed Semi-Automatic (SE6)",,,100,152,
,Used,"$1,025 ","Fort Walton Beach, Florida, United States",2013,"3,869",Black,Harley-Davidson,,Sportster,,Standard,,0,Dealer
,Used,"$4,000 ","Hebron, Ohio, United States",1966,"64,869",Blue,"Royal Enfield","Vehicle does NOT have an existing warranty","750 Interceptor",,Standard,100,442,Dealer
,New,"$18,597 ","Boxborough, Massachusetts, United States",2017,36,Green,Ural,"Vehicle has an existing warranty","Gear Up 2WD Cascade Green",,Dual-Purpose,100,274,Dealer
,Used,"$2,600 ","Boulder, Colorado, United States",1967,"5,505",YELLOW,BSA,"Vehicle does NOT have an existing warranty",VICTOR,"ENDURO SPECIAL",Dual-Purpose,100,340,"Private Seller"
,New,"$16,999 ","Elmhurst, IL, United States",2016,0,,Can-Am,,"Spyder\xAE RS-S 5-Speed Semi-Automatic (SE5)",,,100,152,
,Used,"$16,649 ","Ridgeland, Mississippi, United States",2015,"5,592",White/Black/Orange,Can-Am,,"Spyder F3",,Standard,100,1342,Dealer
,Used,"$1,100 ","Watervliet, New York, United States",2000,"7,792",Gray,Buell,"Vehicle does NOT have an existing warranty",Blast,,"Sport Bike",9.5,1131,"Private Seller"
,Used,"$2,300 ","Smithfield, North Carolina, United States",1998,"19,800",Silver,Honda,"Vehicle does NOT have an existing warranty",Shadow,VT600C,Touring,,0,"Private Seller"
,Used,"$12,995 ","Boxborough, Massachusetts, United States",2010,"20,186",Green,Ural,,"Gear Up 2WD Military Green",,Dual-Purpose,100,274,Dealer
,Used,"$18,900 ","Cleveland, North Carolina, United States",2016,"1,000",Black,"Custom Built Motorcycles",Unspecified,Chopper,,Chopper,,0,"Private Seller"
,Used,"$6,500 ","Southlake, Texas, United States",2005,"20,400",Blue,Ducati,"Vehicle does NOT have an existing warranty",Monster,S4R,Naked,,0,"Private Seller"
,New,"$19,999 ","Elmhurst, IL, United States",2017,0,MAGNESIUM,Can-Am,,"Spyder\xAE F3-S 6-Speed Semi-Automatic (SE6)",,,100,152,
,Used,"$11,000 ","Saint Cloud, Florida, United States",2010,"9,397",Blue,Can-Am,"Vehicle does NOT have an existing warranty",RT,,Touring,100,3,"Private Seller"
,Used,"$13,960 ","Dallas, Texas, United States",2016,"16,199",Black,Harley-Davidson,Unspecified,"FLHTP - Electra Glide Police",,Gasoline,100,532,Dealer
,Used,"$18,480 ","Round Rock, Texas, United States",2013,"40,326",Orange,Harley-Davidson,Unspecified,"FLHTCUSE8 - CVO Ultra Classic Electra Glide",,Gasoline,100,501,Dealer
,Used,"$5,499 ","Las Vegas, Nevada, United States",2006,"8,300",Blue,"Custom Built Motorcycles","Vehicle does NOT have an existing warranty",Chopper,,,,0,"Private Seller"
,Used,"$37,000 ","Brandon, Wisconsin, United States",1990,"2,220",,"Custom Built Motorcycles",,"Pro Street",,"Pro Street",,0,
,New,"$7,498 ","Rockingham, North Carolina, United States",2016,0,Red,Kawasaki,"Vehicle has an existing warranty",Ninja,KAWASAKI,"Sport Bike",100,903,Dealer
,Used,"$3,000 ","Brooklyn, New York, United States",2002,"25,000",Gray,Aprilia,"Vehicle does NOT have an existing warranty",Caponord,"ETV 1000","Sport Touring",100,23,"Private Seller"
,New,"$15,900 ","Corry, Pennsylvania, United States",2015,26,Orange,Can-Am,"24 MONTH","SPYDER RS SPECIAL EDITION",,Standard,100,1422,Dealer
,Used,$960,"Fayetteville, North Carolina, United States",2015,"1,411",blk,Harley-Davidson,Unspecified,"FXDB - Dyna\xAE Street Bob\xAE",,Gasoline,,0,Dealer
,Used,"$4,350 ","Bloomingburg, New York, United States",1996,"12,000",Silver,"Moto Guzzi","Vehicle does NOT have an existing warranty","1100 Sport",,"Sport Bike",100,664,"Private Seller"
,Used,"$4,800 ","South Range, Wisconsin, United States",2006,"23,000",Black,Buell,,"Ulysses XB12X",,,100,385,"Private Seller"
,New,"$18,874 ","Laguna Hills, California, United States",2017,10,"Cascade Green Metallic",Ural,"Vehicle has an existing warranty","Gear Up (2WD)",,Dual-Purpose,100,598,Dealer
,Used,"$11,460 ","Round Rock, Texas, United States",2008,"47,985",Black,Harley-Davidson,Unspecified,"FLHTCU - Ultra Classic Electra Glide  STRETCHED BA",,Gasoline,100,501,Dealer
,New,"$7,790 ","Ridgeland, Mississippi, United States",2016,0,,KTM,,XC,,Off-Road,100,1342,Dealer
,Used,"$7,100 ","Suncook, New Hampshire, United States",2014,"1,765",WHITE/BLACK,Can-Am,,Spyder,,Standard,100,1978,Dealer
,Used,"$6,950 ","Louisville, Kentucky, United States",1957,"1,175",RED/WHITE,Cushman,"Vehicle does NOT have an existing warranty",CUSHMAN,"720 SERIES",SCOOTER,100,1140,"Private Seller"
,Used,"$15,899 ","Cleburne, Texas, United States",2016,"1,622",BLK,Harley-Davidson,Unspecified,"FXDLS - Low Rider\xAE S",,Gasoline,,0,Dealer
,Used,"$34,900 ","Pittsburgh, Pennsylvania, United States",2006,"1,200",Orange,"Custom Built Motorcycles","Vehicle does NOT have an existing warranty",Chopper,Softail,"Bar hopper",,0,"Private Seller"
,Used,"$3,000 ","Berwick, Maine, United States",1997,"6,400",Red,"Moto Guzzi","Vehicle does NOT have an existing warranty",California,"75th Anniversary",Cruiser,100,48,"Private Seller"
,Used,"$3,500 ","Palm Springs, California, United States",1987,"7,660",Red/White/Blue,Yamaha,no,"FZR 1000",Sport,,,0,owner
,Used,"$13,500 ","Cumberland, Wisconsin, United States",2003,991,,"Custom Built Motorcycles",,Chopper,,Chopper,,0,"Private Seller"
,Used,"$1,000 ","Fort Walton Beach, Florida, United States",2017,710,"CHARLCOAL PEARL",Harley-Davidson,,Softail,,Cruiser,,0,Dealer
,Used,"$6,800 ","Lawrence Township, New Jersey, United States",2010,"14,950",Black,Victory,"Vehicle does NOT have an existing warranty","Vegas 8_Ball",,Cruiser,,13,"Private Seller"
,Used,"$3,383 ","Suncook, New Hampshire, United States",2001,"7,709",Red,Bourget,,"LOW BLOW STREET SWEEPER",,Standard,100,1978,Dealer
,Used,"$2,800 ","Center Ossipee, New Hampshire, United States",1989,"24,000",Blue,Yamaha,,FJR,,,,0,"Private Seller"
,Used,"$14,500 ","Mill Valley, California, United States",1972,0,,"Moto Guzzi",,"Nouvo Falcone",,,100,12,"Private Seller"
,Used,"$10,399 ","Allen, Texas, United States",2012,"7,860",White,Can-Am,"Vehicle does NOT have an existing warranty","RS SE 5",,Cruiser,,38,"Private Seller"
,Used,"$14,800 ","Voula, Athens, default, Greece",2012,"6,500",Red,"MV Agusta",,"f3 675",,,100,62,"Private Seller"
,Used,"$9,500 ","Spring, Texas, United States",2005,"4,211","Black Cherry","American Ironhorse","Vehicle does NOT have an existing warranty",LSC,,Chopper,,0,"Private Seller"
,Used,"$5,995 ","Spokane, Washington, United States",1954,"123,456",,BSA,"Vehicle does NOT have an existing warranty","BB34A Alloy Competition",,Dual-Purpose,100,1030,"Private Seller"
,Used,"$11,489 ","Arlington, Texas, United States",2008,"5,314",Silver,"Big Dog",,Mutt,,,100,634,
,New,"$7,614 ","Ridgeland, Mississippi, United States",2016,0,,KTM,,SX,,Off-Road,100,1342,Dealer
,Used,"$3,000 ","Plainfield, Indiana, United States",1995,"6,471",,Buell,,Thunderbolt,S2,,100,282,
,Used,$100,"Fayetteville, North Carolina, United States",2015,"12,275",Blk,Harley-Davidson,Unspecified,"FXDB - Dyna\xAE Street Bob\xAE",,Gasoline,,0,Dealer
,Used,$100,"Fayetteville, North Carolina, United States",2009,"32,975",CHARCOAL,Harley-Davidson,Unspecified,"FXDF - Dyna\xAE Fat Bob",,Gasoline,,0,Dealer
,Used,"$3,550 ","Durham, North Carolina, United States",2002,0,,Bourget,,Chopper,,Custom,3.3,4,Dealer
,Used,"$1,750 ","Naples, Florida, United States",2001,"10,500",Yellow,Buell,,Blast,,,100,51,
,Used,"$6,000 ","Miami Beach, Florida, United States",1986,"32,805",Red,"Moto Guzzi","Vehicle does NOT have an existing warranty","Lemans 1000","Lemans 1000",,100,37,"Private Seller"
,Used,"$2,025 ","Osterburg, Pennsylvania, United States",1968,1,Gold,BSA,"Vehicle does NOT have an existing warranty",Lightning,"Firebird Scrambler",,100,1527,Dealer
,Used,"$4,200 ","Albuquerque, New Mexico, United States",1967,"13,148",Silver/Black/Chrome,Honda,"Vehicle does NOT have an existing warranty",CL,"305 Scrambler",Dual-Purpose,,0,"Private Seller"
,Used,"$5,500 ","Portland, Oregon, United States",1968,"1,264",Red,BSA,"Vehicle does NOT have an existing warranty",Lightning,,Standard,100,55,"Private Seller"
,Used,"$12,000 ","Glendale, Arizona, United States",2007,"17,000","candy apple red","Custom Built Motorcycles","Vehicle does NOT have an existing warranty",Bobber,,Bobber,,0,"Private Seller"
,New,"$59,997 ","Houston, Texas, United States",2014,0,Red,Ducati,Unspecified,"1199 Superleggera",,Gasoline,100,246,Dealer
,Used,"$14,999 ","Cleburne, Texas, United States",2015,760,BLK,Harley-Davidson,Unspecified,"VRSCDX - Night Rod\xAE Special",,Gasoline,,0,Dealer
,New,"$65,000 ","Marietta, Georgia, United States",2010,12,Gray,"Custom Built Motorcycles","Vehicle does NOT have an existing warranty",Chopper,,chopper,,0,"Private Seller"
,Used,$100,"Fayetteville, North Carolina, United States",2015,"3,486",BLK,Harley-Davidson,Unspecified,"FXDWG - Dyna\xAE Wide Glide\xAE",,Gasoline,,0,Dealer
,Used,"$6,500 ","Meridian, Mississippi, United States",2012,"6,429",Black,Triumph,,Daytona,675,"Sport Bike",,0,"Private Seller"
,Used,"$3,200 ","Andersonville, Tennessee, United States",2001,"17,600",,Buell,,Cyclone,Low,Standard,100,295,Owner
,Used,"$9,300 ","Cleburne, Texas, United States",2015,"9,582",Black,"Polaris Slingshot\xAE",Unspecified,SLINGSHOT,,Gasoline,,0,Dealer
,Used,"$1,358 ","Thayne, Wyoming, United States",1986,"999,999",White,Husqvarna,"Vehicle does NOT have an existing warranty",500XC,,,100,1,"Private Seller"
,Used,"$2,150 ","Los Angeles, California, United States",1996,"6,000",Red,Honda,,Rebel,,Cruiser,,0,"Private Seller"
,Used,"$12,500 ","Wilmington, North Carolina, United States",1967,"8,000",RED,Norton,NO,N15CS,,"STREET SCRAMBLER",100,242,"Private Seller"
,Used,"$7,999 ","Ontario, California, United States",2015,219,Red,"MV Agusta","Vehicle has an existing warranty","Stradale 800",,"Sport Bike",100,340,Dealer
,Used,"$3,000 ","Wright City, Missouri, United States",1950,0,Red,Cushman,,,,,100,29,
,Used,"$2,500 ","Victorville, California, United States",1995,15,,KTM,,mxc,,,9.9,1559,
,Used,"$1,225 ","Fayetteville, North Carolina, United States",2012,"6,720",BLK,Suzuki,Unspecified,"V-Strom 1000",,Gasoline,,0,Dealer
,Used,"$8,460 ","Round Rock, Texas, United States",2004,"21,431",Blue,"Big Dog",Unspecified,Mastiff,,Gasoline,100,501,Dealer
,Used,"$12,500 ","Valley Springs, California, United States",2012,"21,000","Neutron Green Metallic",Can-Am,"Vehicle does NOT have an existing warranty","SPYDER RS-S SE5",,Standard,5.7,45,"Private Seller"
,Used,"$12,500 ","Wilmington, North Carolina, United States",1967,"8,000",Black,"Royal Enfield","No warranty implied","Interceptor T.T. 7",,"Street scrambler",100,242,"Private Seller"
,Used,"$8,100 ","Cleburne, Texas, United States",2013,"7,485",Blue,Harley-Davidson,Unspecified,"FLTRX - Road Glide\xAE Custom",,Gasoline,,0,Dealer
,Used,"$8,100 ","Cleburne, Texas, United States",2013,"7,485",Blue,Harley-Davidson,Unspecified,"FLTRX - Road Glide\xAE Custom",,Gasoline,,0,Dealer
,Used,"$17,988 ","Tulsa, Oklahoma, United States",2014,"2,827",Black,Can-Am,,"Spyder RT",,Touring,100,179,Dealer
,New,"$23,749 ","Elmhurst, IL, United States",2017,0,YELLOW,Can-Am,,"Spyder\xAE F3-S Daytona 500 6-Speed Semi-Automatic (SE6)",,"Reverse Trike",100,152,
,New,"$3,500 ","??????, default, Russian Federation",1957,700,Black,Ural,"Vehicle has an existing warranty","Irbit M72",,Touring,,19,"Private Seller"
,Used,"$7,195 ","Orlando, Florida, United States",2015,"1,461",Black,KTM,,"690 Duke ABS",,Manual,,227,
,Used,"$2,750 ","Matthews, North Carolina, United States",1999,"10,700",,Victory,,V92C,,Cruiser,100,339,"Private Seller"
,Used,"$4,850 ","Suncook, New Hampshire, United States",2017,"2,248",GREY,Victory,,Octane\x99,,Standard,100,1978,Dealer
,Used,"$33,977 ","Dallas, Texas, United States",2016,1,Black,"Big Dog",Unspecified,"K-9 124 Level 3 Graphics  BIG DOG IS BACK",,Gasoline,100,532,Dealer
,Used,"$15,988 ","Tulsa, Oklahoma, United States",2012,"9,908",Silver,Can-Am,,"Spyder RT-S",,Touring,100,179,Dealer
,Used,"$28,000 ","Redmond, Washington, United States",2006,"9,953",Silver,Ducati,"Vehicle does NOT have an existing warranty",PS1000LE,,"Caf\xE9 Racer",,0,"Private Seller"
,Used,"$31,488 ","Dallas, Texas, United States",2016,208,Gray,"Big Dog",Unspecified,"Mastiff Limited Edition",,Gasoline,100,532,Dealer
,Used,"$4,100 ","Daytona Beach, Florida, United States",2013,"11,542",Black,Victory,Unspecified,JACKPOT,,Gasoline,100,342,Dealer
,New,"$17,320 ","Plano, Texas, United States",2016,7,Black,Ducati,Unspecified,"XDiavel S Thrilling Black",,Gasoline,100,161,Dealer
,New,"$12,498 ","Rockingham, North Carolina, United States",2017,0,"MATTE BLACK",Suzuki,"Vehicle has an existing warranty",GSX-R,GSX-R1000,"Sport Bike",100,903,Dealer
,Used,"$18,988 ","Tulsa, Oklahoma, United States",2014,"11,732",Orange,Can-Am,,"Spyder RT-S SE6",,Touring,100,179,Dealer
,Used,"$12,800 ","Sterling, Connecticut, United States",2010,"12,200",Black,Victory,"Vehicle does NOT have an existing warranty","Cross Country",,Touring,100,547,"Private Seller"
,Used,"$1,000 ","Fort Walton Beach, Florida, United States",2005,"14,301","WHITE BLACK",Harley-Davidson,,FLSTN,,Cruiser,,0,Dealer
,Used,"$14,988 ","Tulsa, Oklahoma, United States",2013,"18,292",Yellow,Can-Am,,"Spyder RT-S",,Touring,100,179,Dealer
,Used,"$11,250 ","Waterloo, Iowa, United States",2014,"2,158",Silver,Triumph,Unspecified,"Trophy SE ABS",,Gasoline,,4874,Dealer
,Used,"$4,850 ","Suncook, New Hampshire, United States",2014,"2,547",BLACK/WHITE,Victory,,High-Ball\x99,,Standard,100,1978,Dealer
,Used,"$8,499 ","Milford, Ohio, United States",2010,"16,281",Orange,KTM,,Adventure,"990 Adventure",Dual-Purpose,100,13,"By Owner"
,New,"$6,303 ","Plano, Texas, United States",2016,7,Black,BMW,Unspecified,"G 650 GS Premium Deep Black with Black / Grey Seat",,Gasoline,100,161,Dealer
,Used,"$7,999 ","Arlington, Texas, United States",2013,"7,678",Black,Victory,,Boardwalk,,,100,634,
,Used,"$2,247 ","Cleburne, Texas, United States",2013,"11,492",Gray,BMW,Unspecified,K-Series,,Gasoline,,0,Dealer
,Used,"$2,000 ","Northridge, California, United States",2000,"4,686",Red,Aprilia,"Vehicle does NOT have an existing warranty",RS50,,"Sport Bike",100,1483,"Private Seller"
,Used,$100,"Fayetteville, North Carolina, United States",2006,"17,896",Blue,Harley-Davidson,Unspecified,"FLSTFSE2 - Softail\xAE Fat Boy\xAE Screamin Eagle",,Gasoline,,0,Dealer
,Used,"$5,995 ","Boxborough, Massachusetts, United States",1995,"11,684",Red,Ural,"Vehicle does NOT have an existing warranty",Solo,,Cruiser,100,274,Dealer
,New,"$15,990 ","Houston, Texas, United States",2014,0,Red,Ducati,Unspecified,"Multistrada 1200 S Pikes Peak",,Gasoline,100,246,Dealer
,Used,"$6,300 ","Clinton, Missouri, United States",1944,0,"OD Green",Cushman,"Vehicle does NOT have an existing warranty",Airborne,,Military,100,1098,"Private Seller"
,Used,"$11,970 ","Round Rock, Texas, United States",2013,"14,858","Bronze Mist",Victory,Unspecified,"Cross Country Tour Bronze Mist",,Gasoline,100,501,Dealer
,Used,"$16,993 ","Arlington, Texas, United States",2017,865,Black,Aprilia,,RSV4RR,,,100,634,
,Used,"$34,000 ","Miami, Florida, United States",1968,"4,708",,Norton,,,,,>97,115,
,Used,"$10,999 ","Cleburne, Texas, United States",2014,"14,810",Silver,KTM,Unspecified,"1190 ADVENTURE",,Gasoline,,0,Dealer
,New,"$10,999 ","St. Petersburg, FL, United States",2016,"2,246",,Victory,,"Hammer\xAE S Black w/Red Racing Stripes",,,100,405,
,Used,"$14,360 ","Dallas, Texas, United States",2016,"6,454",Gray,Victory,Unspecified,"Cross Country",,Gasoline,100,532,Dealer
,Used,"$14,988 ","Tulsa, Oklahoma, United States",2012,"22,418",Red,Can-Am,,"Spyder RT-S",,Touring,100,179,Dealer
,Used,"$3,500 ","Hillsboro, Oregon, United States",1957,999,Green,Cushman,,Truckster,,Trike,100,7,
,Used,$900,"Daytona Beach, Florida, United States",2015,"5,839",Red,Ducati,Unspecified,Monster,,Gasoline,100,342,Dealer
,Used,"$2,250 ","Phelan, California, United States",1966,"1,000,000",,BSA,,,"Royal star",,100,95,
,Used,"$19,988 ","Tulsa, Oklahoma, United States",2009,"22,116",Blue,Victory,,Vision,,Touring,100,179,Dealer
,Used,"$67,447 ","Pompano Beach, Florida, United States",2017,0,Blue,Campagna,Unspecified,T-Rex,,Gasoline,100,1765,Dealer
,Used,"$15,888 ","Tulsa, Oklahoma, United States",2013,"2,606",Yellow,Can-Am,,"Spyder RT-S",,Touring,100,179,Dealer
,Used,"$11,000 ","London, Ontario, Canada",1959,"1,234",Black,"Royal Enfield","Vehicle does NOT have an existing warranty","ROYAL ENFIELD","INDIAN APACHE",,4.1,131,"Private Seller"
,Used,"$2,175 ","West Palm Beach, Florida, United States",1953,"12,345",,"Moto Guzzi",,ASTORE,,,100,650,"Private Seller"
,Used,"$15,000 ","Binghamton, New York, United States",2005,"5,862",,Bourget,,,,,,0,
,Used,"$1,499 ","Nicholasville, Kentucky, United States",1965,N/A,Yellow,Cushman,"Vehicle does NOT have an existing warranty",Trailster,,Utility,100,922,"Private Seller"
,New,$100,"Fayetteville, North Carolina, United States",2017,2,"blk smk","Indian Motorcycle\xAE",Unspecified,"Chief Dark Horse\xAE Thunder Black Smoke",,Gasoline,,0,Dealer
,Used,"$7,300 ","Fort Walton Beach, Florida, United States",2013,"15,934",Burgundy,Harley-Davidson,,"FLHRSE5 - CVO\x99 Road King\xAE",,Cruiser,,0,Dealer
,Used,"$18,788 ","Tulsa, Oklahoma, United States",2014,"7,225",Yellow,Can-Am,,"Spyder RT-S",,Touring,100,179,Dealer
,Used,"$28,000 ","Redmond, Washington, United States",2017,206,Gray,Norton,,DOMINATOR,,"Caf\xE9 Racer",,0,"Private Seller"
,Used,"$6,950 ","Round Rock, Texas, United States",2013,"9,890",Black,Triumph,Unspecified,"Thruxton Standard",,Gasoline,100,501,Dealer
