address,area,city,country,hotel_category,hotel_description,hotel_facilities,hotel_star_rating,image_count,latitude,locality,longitude,property_id,property_name,property_type,province,room_area,room_count,room_facilities,room_type,state,uniq_id
Marayoor P.O Munnar,Marayoor P.O,Marayoor,India,regular,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Doctor on Call|Dry Cleaning|Laundry Service Available|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Luggage Storage|Medical Assistance Available|Power Backup|Gardens|Campfire / Bon Fire,2,5,10.2733958,Marayoor P.O,77.1587239,HTLGBO1000006267,Chandana Herbal Cottages,Resort,Marayoor,,7,Basic Bathroom Amenities|Cable / Satellite / Pay TV available,Standard Room,Kerala,bed356817807e8a45764f7c81b34875f
"A1-189 Gauravaddo, Calangute, Bardez",Calangute Area,Goa,India,regular,The standard check-in time is 11:00 AM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,Doctor on Call|Laundry Service Available|Parking Facilities Available|Multi Cuisine Restaurant |Locker Facility|Room Service (24 Hours)| Cook Services|STD / ISD|Parking Facility,0,23,15.5342737,Calangute Area,73.7586933,HTLGBO1000003006,Casa Bri Bon,Guest House,Goa,15 X 15 Sq.ft.,24,Room Service |Air Conditioning |Balcony / Terrace|Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Shower Facility Available|Breakfast Available (surcharge)|Newspapers|Mineral Water| Hot / Cold Running Water|Housekeeping|Desk in Room|Window Opens|Safe - In - Room |Split A.C's|TV|Mirror|Mini Refrigerator|Luggage Rack|Attached Bathroom,Philip Cottage Deluxe Ac,Goa,be386c2aac98efb3a57e580131aa86a4
"14/1,Kodigehalli Main Road,Sahakarnagar, Airport Road Hebbal.",Hebbal,Bangalore,India,regular,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,Swimming Pool|Banquet Facilities|Bar / Lounge |Business Center |Doctor on Call|Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Parking Facilities Available|Multi Cuisine Restaurant |Major Credit Cards Accepted|24 Hour Front Desk|Sauna|Suitable For Children|Conference Facility |ATM / Banking|Wheelchair Accessibility - Room|Pool Table|Room Service (24 Hours),3,20,13.05838385,Hebbal,77.58613182,HTLGBO1000000153,Chairmans Resort - Hebbal,Resort,Bangalore,15 X 15 Sq.ft.,27,Air Conditioning |Cable / Satellite / Pay TV available|Hairdryer (on request)|Iron / Ironing board available|Mini bar - On Charge |Internet Connection In Room|Refrigerator|Telephone|Newspapers|Safe - In - Room |Attached Bathroom,Studio Room,Karnataka,2c5a8459d1fa4a1ca78c23ffb22ba46b
"NO. 304/11,304/12, ANNASALAI, PONNAMARAVATHY, PUDUKKOTTAI",ANNASALAI PONNAMARAVATHY,Ponnamaravathi,India,regular,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Power Backup|Internet Access Free|Parking Facility|Room Service,1,4,10.2791095,ANNASALAI PONNAMARAVATHY,78.5425099,HTLGBO1000043124,Cena Tower,Hotel,Ponnamaravathi,,11,,Deluxe Non  A/C,Tamil Nadu,95eaa60db5a9a228a455a9daa98cf9ef
"Nagaon Bandar Road, Nr Beach, Raigad, Alibag, Maharashtra",Alibag,Raigad,India,regular,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances.,Doctor on Call|Lobby|Front Desk|Power Backup|Suitable For Children|Veranda|Taxi Services|Newspapers In Lobby|Parking Facility|Room Service|Fire Safety|Anti-Slip Ramps|Fire Exit Signs|First-Aid Kit at Front Desk|Public Restrooms,0,8,18.6553938,Alibag,72.8670819,HTLGBO1000074256,Bhagat Villa,Villa,Raigad,,4,Room Service |Air Conditioning |Balcony / Terrace|Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Window Opens|Makeup / Shaving Mirror|Shaving Kit /Dental Kit|Moisturiser|TV|Mirror|Attached Bathroom|Do-Not-Disturb Notice|Dustbins|Modern Toilet Facilities|Sufficient Lighting|Western Toilet Seat,Deluxe,Maharashtra,520813aeed1e48b27ecd1d81b572b10c
"28,2nd FLOOR 305,BELLASIS ROAD,S.M.MANSION,MUMBAI CENTRAL,MUMBAI",Mumbai Central,Mumbai,India,regular,The standard check-in time is 10:00 AM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly unmarried couples not allowed.Alcohol consumption in the hotel premisses not allowed. Valid Id proof require at the time of check-in,24 Hour Front Desk|Room Service (24 Hours)|Parking Facility,1,9,18.9690247,Mumbai Central,72.8205292,HTLGBO1000049334,CENTRAL GUEST HOUSE,Guest House,Mumbai,,22,,AC Deluxe Room,Maharashtra,5ed076faa8c48678028fa94d893df826
"9 Mile, Khandwa Road,Datodafatha, Indore 9 Mile, Khandwa Road, Datodafatha, Indore",Khandwa Road,Indore,India,regular,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel Policies - Check in -1200PM Check out - 12:00 PM Alcohol Policy- Alcoholic beverage service is restricted to those 21 years or older (with valid identification).,Banquet Facilities|Business Center |Currency Exchange|Internet Access - Surcharge|Laundry Service Available|Parking Facilities Available|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|24 Hour Front Desk|Conference Facility |Food Facility|Room Service (24 Hours)|Parking Facility,3,27,22.59485545,Khandwa Road,75.90040933,HTLGBO1000002700,Chokhi Dhani Indore - An Ethnic Village Resort,Resort,Indore,,24,,Royal Cottage,Madhya Pradesh,4b3597c0380095e31558a2ecbf52e19e
"Chintpurni Road, 3km From Mubarakpur , Himachal Pardesh India",chintpurni,Una,India,regular,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Front Desk|Power Backup|Wake-up Call / Service|Nature Walk|Parking Facility|Room Service|Full Time Operation for All 7 Days,1,8,31.8082863,chintpurni,76.1033836,HTLGBO1000061896,Bombay Picnic Spot Hotel &amp; Resort,Resort,Una,,9,Room Service |Air Conditioning |Cable / Satellite / Pay TV available|Ceiling Fan| Hot / Cold Running Water|Housekeeping|Window Opens|Makeup / Shaving Mirror|Mirror|Attached Bathroom,Deluxe Room,Himachal Pradesh,4cfb813b1f63ce6a3cc99e93e6a83c32
Neelkanth Road Uttarakhand,Others,Rishikesh,India,regular,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,,1,1,30.1146663,Others,78.3009966,HTLGBO1000060054,Camp Wildex Rishikesh,Tent,Rishikesh,,30,Alarm Clock|Basic Bathroom Amenities|Video/ DVD/ CD Player Available|Ceiling Fan|Newspapers|Mineral Water| Hot / Cold Running Water,standard,Uttarakhand,d2a2b724e14060401edeb29ca3b14c91
"Uttarkashi, Uttaranchal - 249193",Gangotri Highway,Uttarkashi,India,regular,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel.,Doctor on Call|Parking Facilities Available|Adjoining Rooms|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Room Service|First-Aid Kit at Front Desk,0,9,30.7268307,Gangotri Highway,78.4354042,HTLGBO1000063282,Bhagirathi Residency,Hotel,Uttarkashi,,20,Room Service |Basic Bathroom Amenities|Ceiling Fan|Telephone|Mineral Water|Desk in Room|TV|Mirror|Dustbins,Double Bedroom Room,Uttarakhand,5c5aee7ab59ea1e281ac34c091b1505f
"Calangute Candolim Beach road 1st floor,Block G3,behind Plantain Leaf Naika - Vaddo,Calangute Bardoz.",Calangute Area,Goa,India,regular,The standard check-in time is 12:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly 1. WIFI is chargeable 2. Parking for personal vehicles are chargeable 3. Housekeeping to be provided daily within 10 am to 12 noon.  Management does not take responsibility if guests is not present at the room during housekeeping timings Free Breakfast is limited as per Hotel Menu and would be served at the room. WIFI is chargeable,Doctor on Call|Parking Facilities Available|Front Desk|Luggage Storage|Doorman|Baggage Room|Adjoining Rooms|Outdoor Parking - Secured|Parking Facility|Room Service|First-Aid Kit at Front Desk,0,15,15.5444695,Calangute Area,73.76196968,HTLGBO1000088690,Calangte Salsa Luxury Apartment,Hotel,Goa,,2,"Room Service |Alarm Clock|Basic Bathroom Amenities|Refrigerator|Telephone|Housekeeping|Extra Bed, Towels, Linens, Bedding (on request)|Bathtub Only|TV|Bathrobes|Mirror|Luggage Rack|Attached Bathroom|Bathtub|Daily Room Cleaning|Dustbins|Room Door Fitted with Lock and Key|Room with Window/Ventilation|Rooms with Attached Bathrooms",1BHK LUXURY APARTMENT - POOL FACING,Goa,4b4dc26aea7ff701b23b49c23663915d
"Srinivasa Garden, Bagalur Road Bengaluru, near country club yelankha, Bangalore, 560064",,Bangalore,India,regular,The standard check-in time is 11:00 PM and the standard check-out time is 11:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly  Guests must report any loss of or damage to their property immediately,Concierge|Doctor on Call|Dry Cleaning|Lobby|Parking Facilities Available|24 Hour Front Desk|Luggage Storage|Doorman|Newspapers In Lobby|Family Room|Room Service (24 Hours)|Spa Services Nearby|Parking (Surcharge)| Cook Services,0,9,13.10197,,77.5863591,HTLGBO1000072682,Bulande Hospitality Yelahanka,Hotel,Bangalore,,10,"Room Service |Bathrobe (on request) |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Heating Facility (on request) |Telephone|Shower Facility Available|Newspapers|Mineral Water| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Toiletries",Studio Deluxe,Karnataka,66bc1694b2bd5dede6f55331d63d7a2a
"VPO MANIKARAN, NEAR BUS STAND  175105","VPO Kasol,Manikaran Area",Kasol,India,regular,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstanceS,Business Center |Doctor on Call|Laundry Service Available|Parking Facilities Available|Front Desk|Medical Assistance Available|Nature Walk|Food Facility|Parking Facility|Room Service,0,13,32.02543589,"VPO Kasol,Manikaran Area",77.34788393,HTLGBO1000077320,CHANDRA PAYING GUEST HOUSE,Guest House,Kasol,,7,Room Service |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ensuite / Private Bathroom|Shower Facility Available|Breakfast Available (surcharge)| Hot / Cold Running Water|Window Opens|Coffee Table|Sofa Table / Extra Seats |TV|Mirror|Bedside Table|Daily Room Cleaning|Modern Toilet Facilities|Room Door Fitted with Lock and Key|Room with Window/Ventilation|Rooms with Attached Bathrooms|Sufficient Lighting|Western Toilet Seat,Standard Room,Himachal Pradesh,8f0a851af5ab7678f686d41bb6864eb5
"Palolem beach, Cancona Goa",Palolem Beach Area,Goa,India,regular,The standard check-in time is 12:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,,0,1,15.0062335,Palolem Beach Area,74.0329499,HTLGBO1000008866,Bhau Cottages,Cottage,Goa,,3,Air Conditioning |Attached Bathroom,AC Room,Goa,3b11f67cbfb5ec3b1b27c720b106759e
Har Ki pauri,Har Ki Pauri,Haridwar,India,regular,The standard check-in time is 01:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We have zero tolerance to Liquor to be used in Hotel premises.  We have specific rooms.area  for smoking. Check in : 1:00 pm Check out: 12 noon. Max persons in each room : 2 adults plus 1 extra bed allowed.,Internet Access - Surcharge|Laundry Service Available|Parking Facilities Available|Front Desk|Local Tour / Travel Desk|24 Hour Front Desk|Medical Assistance Available|Power Backup|Wake-up Call / Service|ATM / Banking|Safari|Smoking Area |Extra Person / Child - Share the same room|Meditation Room|Food Facility|Internet Access Free|Yoga Hall / Classes|Parking (Surcharge)|Air / Rail Booking|Internet / Fax (Reception area only)|Outdoor Parking - Secured|Room Service|Recreation Zone,2,12,29.9559262,Har Ki Pauri,78.1709094,HTLGBO1000007713,Brij Lodge,Hotel,Haridwar,15 X 15 Sq.ft.,16,"Room Service |Air Conditioning |Balcony / Terrace|Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Iron / Ironing board available|Tea Coffee Kettle / Maker|Newspapers|Reading Lamps|Mineral Water| Hot / Cold Running Water|Housekeeping|Extra Bed, Towels, Linens, Bedding (on request)|Premium Amenities / Toiletries|Handheld Showers|Pillow menu|TV|Mirror|Luggage Rack|Attached Bathroom",Superior Room,Uttarakhand,4404421c824dded88472b8a1eed140d5
"Alipore Hub, 14 A Burdwan Road, Alipore",South Kolkata,Kolkata,India,regular,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel. Local IDs will not be entertained for Check In.,Airport Transfer Available / Surcharge|Beauty Salon - on charge|Doctor on Call|Dry Cleaning|Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Front Desk|Multi Cuisine Restaurant |Locker Facility|Spa On Site - Chargeable|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Air-Conditioning - Central|Power Backup|Wedding Services Facility|Wake-up Call / Service|Fitness Equipment|Porter / Bellhop|Suitable For Children|Separate Sitting Area|Smoking Rooms|Fax Machine|Kitchen available (home cook food on request)|Massage Services |Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Car Rental|Express Laundry|Water Dispenser Available|Taxi Services|Food Facility|Newspapers In Lobby|Family Room|Room Service (24 Hours)|Spa Services Nearby|STD / ISD|Baggage Room|Internet / Fax (Reception area only)|RO Water Purification System|Parking Facility,3,39,22.5220527,South Kolkata,88.3280165,HTLGBO1000011432,Check In Check Out,Hotel,Kolkata,15 X 14 Sq.ft.,35,Room Service |Air Conditioning |Alarm Clock|Balcony / Terrace|Cable / Satellite / Pay TV available|HD / LCD Satellite TV |TV|Mirror|Attached Bathroom,Single Room,West Bengal,d6705387dc805b73ca826673d01b62f2
Cocoon Villa Kamukinkuzhy Lane Kovalam  Trivandrum 695527,Kovalam po,Thiruvananthapuram,India,regular,"The standard check-in time is 10:00 AM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Booking rates will not be valid for Christmas  New year dates, High season  long weekend dates  extra supplement will be charged over  above the paid rates as per actual  hotel discretion. Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel. There will be a season hike for Oct/Nov/Dec on Room Tariff which needs to be paid directly to the hotel.",Doctor on Call|Dry Cleaning|Medical Assistance Available|Family Room|Parking Facility|Room Service,3,5,8.389889802,Kovalam po,76.97729989,HTLGBO1000046830,COCOON VILLA,Villa,Thiruvananthapuram,,4,Room Service |Alarm Clock|Basic Bathroom Amenities|Ceiling Fan|Crockery / Cutlery|Telephone|Newspapers|Mineral Water|Housekeeping|Desk in Room|Toiletries,Double Room,Kerala,66ddb881c625f0e1de39ce44935b0238
Near FMC college,Others,Coorg,India,regular,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,Doctor on Call|Laundry Service Available|Parking Facilities Available|Locker Facility|Welcome Drinks|Power Backup|Food Facility|Newspapers In Lobby|Children's Park|Parking Facility|Room Service,0,9,12.4249132,Others,75.733333,HTLGBO1000048506,Daiwik Home Stay,Homestay,Coorg,,4,Room Service |Cable / Satellite / Pay TV available|Clothes Dryer|Newspapers|Mineral Water|Housekeeping|Breakfast Available|Makeup / Shaving Mirror|Hill View from all Rooms|HD / LCD Satellite TV |Room Heater|Mirror,Standard Non AC,Karnataka,d831a984818b3acb8bc8e9b82b74aa81
"Royal Palms Goregaon (East), Mumbai",Goregaon,Mumbai,India,regular,"The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Check in 2:00 PM , Check out time 12:00 Noon. Early check in / Late check out on extra charge basis as per the availability.",Doctor on Call|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Locker Facility|Local Tour / Travel Desk|Medical Assistance Available|Open Air Restaurant / Dining,0,3,19.1538061,Goregaon,72.8847104,HTLGBO1000050312,Cormfort Stay - Royal Palm - Goregaon (East),Service Apartment,Mumbai,,2,"Room Service |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Toiletries",Service Apartment.,Maharashtra,dd52a8ffa9eeb5feab444ee1c3906f34
"A12/A,Green Wood City,Sector-45,Gurgaon",sector 45,Gurgaon,India,regular,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly  We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Doctor on Call|Front Desk|Parking Facility|Room Service|Public Restrooms,0,8,28.4438612,sector 45,77.0589457,HTLGBO1000087982,Daffodils Inn Green Wood City,Guest House,Gurgaon,14 X 14 Sq.ft.,8,Room Service |Housekeeping|Mirror|Daily Room Cleaning|Dustbins,Deluxe Room,Haryana,b6d497ecfad9c6c6aaffc23c5073f3bd
"Sri Ganapathi Arcade F.M.C. Road, Near Clock Tower.Virajpet, South Kodagu 571218.",Virajpet,Coorg,India,regular,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances),Doctor on Call|Laundry Service Available|Parking Facilities Available|Doorman|Newspapers In Lobby,0,11,12.3374942,Virajpet,75.8069082,HTLGBO1000084356,DARSHAN LODGE,Hotel,Coorg,,10,Room Service |Air Conditioning |Alarm Clock|Basic Bathroom Amenities|Ceiling Fan,3 BED,Karnataka,51712ea382a13c6881f2c73bce3d2e8e
"Sai Road, Opposite Vishal Mega Mart Village Gullarwala",Sai Raod,Baddi,India,regular,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Doctor on Call|Dry Cleaning|Parking Facilities Available|Front Desk|Locker Facility|24 Hour Front Desk|Luggage Storage|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Parking Facility|Internet Access|Room Service|Fire Safety|CCTV|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days|Public Restrooms,1,8,30.9215575,Sai Raod,76.8020985,HTLGBO1000065894,City Look Hotel,Hotel,Baddi,,21,"Room Service |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Telephone|Newspapers|Reading Lamps|Mineral Water| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Toiletries|TV|Mirror|Luggage Rack|Attached Bathroom|Curtains/Shades|Daily Room Cleaning|Do-Not-Disturb Notice|Dustbins",Deluxe Room,Himachal Pradesh,47a988656ac03a2bca9314a1c99cce08
"Opp to Orlem Church, Orlem Link Road, Malad west",Malad,Mumbai,India,regular,The standard check-in time is 10:15 AM and the standard check-out time is 10:30 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Dev Shelters - Service Apartment  Unmarried couples not allowed. Illegal Activities not allowed,Doctor on Call|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Locker Facility|24 Hour Front Desk|Medical Assistance Available|Welcome Drinks|Power Backup|Grocery|Floor Butler|Taxi Services|Newspapers In Lobby|Room Service (24 Hours)| Cook Services|Outdoor Parking - Secured|Parking Facility|Internet Access|Security at All Hotel Entrances,3,13,19.1959421,Malad,72.8350703,HTLGBO1000040814,Dev Shelters,Service Apartment,Mumbai,15 X 15 Sq.ft.,5,Air Conditioning |Closet,AC Deluxe Room,Maharashtra,19cad80da49a4fe4a8aa52588add3adf
"Minor Padi, Near Forest Check Post, Sethumadai, Pollachi - 642 133. Tamil Nadu, India.","Forest Check Post, Sethumadai, Topslip Area",Pollachi,India,regular,"The standard check-in time is 10:00 AM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Price includes 1 Night 2 Day stay for 2 Adults (Less than 5 years old is Complimentary) Extra bed charged at INR 1000 (Exclusive of all Taxes) Check-in time is 10:00 AM, Check-out time is 10:00 AM","Doctor on Call|Internet Access - Surcharge|Laundry Service Available|Library|Night Club|Parking Facilities Available|Pets Allowed|Front Desk|Spa On Site - Chargeable|24 Hour Front Desk|Medical Assistance Available|Power Backup|Express Check-In / Check-Out|Gardens|Wedding Services Facility|Dance Performances (on demand)|Catering|Wake-up Call / Service|Suitable For Children|Coffee Shop / Cafe|Conference Facility |Fire Place Available |Free Local Calls|Picnic Area|Clubhouse|Safari|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Nature Walk|Smoking Area |Veranda|Open Air Restaurant / Dining |Transfers Available|Horse Ride ( Chargeable ) |Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Village Visit ( Chargeable )|Car Rental|Kids Play Zone|Meditation Room|Taxi Services|Badminttion Court|Mini Theatre|Karaoke |Campfire / Bon Fire|Food Facility| Drivers Rest Room|Internet Access Free|Children's Park|Family Room|Parking (Surcharge)| Cook Services|Party hall|Air / Rail Booking|STD / ISD|Guide / Sightseeing Service|RO Water Purification System|Outdoor Parking - Secured|Outdoor Parking - Non Secured|Parking Facility|Internet Access|Room Service|Fire Safety|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days|Pest Control Facility|Public Restrooms|Speciality Restaurant |Suites",3,31,10.49392815,"Forest Check Post, Sethumadai, Topslip Area",76.86973531,HTLGBO1000006378,CotsVilla Resort Topslip,Resort,Pollachi,,14,"Air Conditioning |Balcony / Terrace|Ceiling Fan|Shower Facility Available|Newspapers|Mineral Water| Hot / Cold Running Water|Housekeeping|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Window Opens|Makeup / Shaving Mirror|Bathtub Only|Wardrobe|Sofa Table / Extra Seats |Snacks / Beverage|Mirror|Custom Duvets / Linen|Dressing Area|Luggage Rack|Attached Bathroom|Bedside Table|Curtains/Shades|Daily Room Cleaning|Dustbins|In-room Storage Space|Rooms with Attached Bathrooms|Sufficient Lighting",Dukes Cottage,Tamil Nadu,14baa75c58f8ea3efb18d9f0e2e6a4d8
"New Nagaur Road, Mandore",Others,Jodhpur,India,regular,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly  We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Doctor on Call|Parking Facilities Available|Front Desk,0,8,26.3463513,Others,73.0864053,HTLGBO1000069312,Colonels Cottage,Cottage,Jodhpur,,6,Room Service |Basic Bathroom Amenities|Ceiling Fan|Dustbins,super deluxe,Rajasthan,f949aa258731abfe2a70a5de50197443
"NH 58, Sona Enclave, Modinagar","NH 58, Sona Enclave",Modinagar,India,regular,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Booking rates will not be valid for Christmas and New year dates High season and long weekend dates extra supplement will be charged over and above the paid rates as per actual and hotel discretion.,Parking Facilities Available|Front Desk,1,5,28.8130629,"NH 58, Sona Enclave",77.5530285,HTLGBO1000072238,De Meridian Hotel And Restaurant,Hotel,Modinagar,,16,Room Service |Basic Bathroom Amenities|Ceiling Fan,ac room,Uttar Pradesh,474da7abf0a6ce998d90d2ea8eec3d75
"Vazhani Road, Wadakanchery  Thrissur District  680582 Kerala, India","Vazhani Road, Wadakanchery",Thrissur,India,regular,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly  We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Doctor on Call|Parking Facilities Available|Front Desk|Medical Assistance Available|Public Restrooms,0,8,10.6440012,"Vazhani Road, Wadakanchery",76.2911654,HTLGBO1000081232,DELIZA RESIDENCY,Hotel,Thrissur,,4,"Room Service |Air Conditioning |Basic Bathroom Amenities| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Toiletries",DELUXE ROOM,Kerala,f4f783c9698293d7f6c0c87129b4b9b8
